ISBN,Year,Subjects,Publisher,Language
3442720303,1996,,Btb Bei Goldmann,German
0373711700,2003,"['Fiction, romance, contemporary']",Harlequin,English
0312850530,1995,"['Alvin Maker (Fictitious character)', 'Fiction']",TOR,English
0373226209,2001,"['Fiction, romance, general', 'Romantic suspense fiction']",Harlequin,English
0373226349,2001,"['Fiction, action & adventure', 'Fiction, romance, general']",Harlequin,English
0373226438,2001,"['Fiction, romance, general']",Harlequin,English
0373711352,2003,"['Romance', 'Home & Family']",Harlequin,English
0380710277,1991,"['Fiction', 'Spy stories']",Avon Books,English
0515125652,1999,"['Fiction, Romance, Historical', 'Man-woman relationships, fiction']",Jove,English
0515125644,1999,"['Suspense fiction', 'Fiction, thrillers, suspense']",Jove,English
0440509017,2000,"['Sleep', 'Sleep disorders']",Dell,English
0373711573,2003,"['Fiction', 'Fiction, romance, contemporary']",Harlequin Books,English
0440580153,1987,"['Handbooks, manuals', 'House cleaning']","Self-published, Dell Pub. Co.",English
0440586550,1983,"['Fiction', 'Fathers and daughters']",Dell Pub. Co.,English
0515123757,1998,"['Time travel', 'Fiction']",Jove,English
0440706955,1991,"[""Children's fiction"", 'Vacations, fiction']",Dell,English
0373226187,2001,"['Fiction, romance, general']",Harlequin,English
0312852134,1993,"['Fiction', 'Survivalism']",T. Doherty Associates,English
0440504953,1992,"['Home economics', 'Consumer education']",Dell Pub.,English
037322558X,2000,"['Fiction', 'Romantic Suspense']",Harlequin Books,English
0440482569,1980,"['Cats', 'Fiction']",Yearling,English
0515130419,2001,"['Fiction, historical, general', 'England, fiction']",Jove Books,English
0380713292,1992,"['Women in the food industry', 'Caterers and catering']",Avon,English
0440484944,1984,"['Fiction', 'Babysitters']",Atlantic Books,English
0440500893,1989,['Dating (social customs)'],Dell,English
0374525811,1999,"['Poets', 'Married people']","Farrar, Straus and Giroux",English
0449147517,1992,"['Large type books', 'Western stories']",Fawcett Gold Medal,English
0440504406,1992,"['Gardening', 'Philosophy']",Laurel,English
0515128740,2000,"['Time travel', 'Fiction']",Jove Books,English
0516419471,1993,,Childrens Pr,English
0307100936,1994,"['Puppets', 'Fairy tales']",Western Publishing Company,English
0060287802,2000,"['Conduct of life', 'Examinations, questions']",Cliff Street Books,English
0307105563,1999,"['Puppets', 'Fiction']",Golden Books,English
0373195761,2002,"['Fiction, romance, contemporary', 'Fiction, romance, general']",silhouette,English
3451070030,2000,,"Herder, Freiburg",German
0440236266,2001,"['Fiction', 'Military aspects of Parapsychology']",Dell,English
0440236444,2000,"['New Age', 'Nonfiction']",Dell Pub.,English
051757098X,1988,"['Love', 'Literary collections']",Harmony Books,English
0307115968,1990,"['Readers', 'Juvenile fiction']",Golden Books,English
0517320975,1980,"['Science fiction', 'Science-fiction']",Bonanza books,English
0307116190,1995,"['Sisters', 'Brothers and sisters']",Golden Books,English
0373196504,2003,"['Fiction, romance, contemporary', 'Billionaires']",Silhouette,English
0517476460,1985,['American literature'],Bonanza Books,English
0440237068,2003,,Dell,English
0307117340,1988,"['Fiction', 'Detective and mystery stories']",Golden books,English
051734582X,1981,"['Bible', 'History of Biblical events']",Avenel Books Distributed by Crown Publishers,English
0060281278,2001,"['Fiction', 'Juvenile Fiction']",Joanna Cotler Books/HarperCollins,English
0373194870,2000,"['Fiction, romance, general']",Silhouette,English
0373193610,1999,"['Fiction, romance, general']",silhouette,English
0307102459,2001,"[""Children's songs"", 'Texts']",Golden Books,English
0517702126,2000,"['Discovery and exploration', 'History']",Crown Publishers,English
0440229286,2003,"['Jews', 'Family']",Laurel-Leaf Books,English
0517701723,1997,"['American Authors', 'Authors, American']",Crown,English
0307101797,1990,,Golden Book,English
843970304X,1998,,Grijalbo,Spanish
0373169752,2003,"['Fiction', 'Heirlooms']",Harlequin Books,English
0373169930,2003,"['Fiction, romance, contemporary', 'Fiction, romance, general']",Harlequin,English
044023509X,2002,"['Radioactive waste disposal under the seabed', 'Radioactive pollution of the sea']",Dell,English
0312864833,2003,"['Alvin Maker (Fictitious character)', 'Fiction']",Tor,English
0374520763,1988,"['British', 'Brothers']",Noonday Press,English
0380729040,1998,"['Boys', 'Civil rights']",Avon Books,English
0440235529,2001,"['Criminal psychology', 'Serial murderers']",Dell,English
3453020537,1997,"['Catholic Church', 'arson']",Wilhelm Heyne Verlag,German
8439704852,2000,"['Dreams', 'Fiction']",Mondadori (IT),Italian
0517593483,1995,"['Lost continents', 'World maps']",Crown publishers,English
0449182908,1995,"['Airlines', 'Commercial crimes']",Fawcett Gold Medal,English
0517331942,1980,"['Freemasons', 'Symbolism']",Bell Pub. Co,English
0517309726,1982,"['Cookery', 'Cuisine']",Weathervane Books,English
0440403855,1990,"[""Children's stories"", 'Juvenile fiction']",Dell Pub. Co.,English
0060155027,1986,['World history'],Harper & Row,English
0307121410,1983,"['Mice', 'Counting']",Golden Books,English
3442729270,2003,,btb,German
0451198425,1999,"['Fiction', 'German Americans']",Signet,English
3442726921,2002,,btb,German
0380724928,1996,"['Private investigators', 'Women detectives']",Avon,English
0374523789,1976,"['Fiction', 'Arthurian romances']","Farrar, Straus and Giroux",English
0373711719,2003,"['Judges', 'Fiction']",Harlequin,English
0517056941,1991,,Gramercy,English
2010168976,1985,"['Foreign language--French--fiction', 'French language']",Fayard,French
0060269871,1997,"['Fiction', 'Juvenile fiction']",HarperCollins Publishers,English
0517053586,1990,"['Laments', 'Narrative poetry']",Gramercy,English
0440401240,1989,"['Mice', 'Cats']",Dell Pub.,English
0440402999,1990,"['Aunts', 'Juvenile fiction']",Dell,English
2020477815,2001,"['Roman russe', 'Russian literature']",Seuil,French
0373218249,1984,"['Absence and presumption of death', 'Married women']",Silhouette Books,English
0312860862,1996,"['Fiction', 'Ghost stories']",Tor,English
0517092921,1993,"['British and irish fiction (fictional works by one author)', 'Chang pian xiao shuo']",Gramercy,English
0517093804,1993,"['Biography', 'Relativity (Physics)']",Wings Books,English
2020251574,1995,,Seuil,French
2010172159,1991,"['Drama', 'Dramatic production']",Hachette,French
0440237246,2003,,Dell,English
0316735183,2004,"['Wealth', 'Juvenile fiction']","Little, Brown and Company",English
0380727129,1997,"['Mystery', 'Caterers and catering']",Avon,English
0517202700,1998,"['Quotations', 'Wit and humor']",Gramercy Books,English
0517202646,1998,"['Quotations', 'Teachers']",Gramercy Books,English
0440240808,2003,"['Fiction', 'Antonio Burns (Fictitious character)']",Bantam Dell,English
0373201184,1995,"['Fiction, general', 'Romance fiction']",Harlequin,English
0307119475,1988,"['Friendship', 'Juvenile fiction']",Golden Book,English
3442750547,2001,,Btb Bei Goldmann,German
0373201869,2001,"['Fiction, romance, contemporary', 'Montana, fiction']",Harlequin,English
0374523193,1991,"['Seafaring life', 'Stella Lykes (Ship)']","Farrar, Straus and Giroux",English
0373711948,2004,"['Fiction, romance, contemporary']",Harlequin,English
0517120771,1995,"['Tolkien, j, r. r. (john ronald ruel), 1892-1973', 'Fantasy fiction']",Gramercy,English
0517118904,1994,['American poetry'],Gramercy Books,English
8434808595,2004,,S & M Books,Spanish
0201731355,2001,"['Computer graphics', 'Web sites']",Macromedia Press,English
006008409X,2002,"['Fiction', 'Farmers']",HarperTorch,English
0439095182,2000,"['Fiction', 'Holocaust, Jewish (1939-1945)']",Scholastic,English
0439097002,2000,"['Rabbits', 'Fiction']",Scholastic,English
0380793245,1999,"['Calendar', 'History']",Harper Perennial,English
0439112036,2002,"['Divorce', 'Fiction']",Scholastic Signature,English
0553213199,1987,"['Brothers and sisters', 'Women clergy']",Bantam Books,English
9504907210,2001,,Planeta,Spanish
0207191158,1998,"['Unicorns, fiction', ""Children's fiction""]",HarperCollins Australia,English
3473581720,2002,"['Juvenile fiction', 'School shootings']",Ravensburger Buchverlag,German
0439114667,2000,"['Interpersonal relations, juvenile literature', 'Sex, juvenile literature']",Scholastic,English
9501501450,1994,"['Gaviotas', 'Open Library Staff Picks']",Vergara Editor S.A.,Spanish
0205080014,1984,['Mythology'],Allyn and Bacon,English
0451185323,1995,"['Fiction', 'Individuality']",Signet,English
1882591275,1995,"['Authorship', 'Creative ability']",Nataraj Pub.,English
1882593138,1996,"['College teachers', 'Fiction']",Bridge Works Pub. Co.,English
0207190569,1995,"['Aboriginal Australians', 'Criminal behavior']",Harpercollins,English
1881394077,1995,"['Indians of North America', 'Medicine']",Commune-a-Key Pub.,English
0380794306,1997,"['Magic', 'Princes']",Avon Books,English
0345462807,2003,"['Antique dealers', 'Fiction']",Ballantine Books,English
0380795558,1998,"['Fiction', 'Romance']",Avon,English
0451185080,1994,"['Fiction, psychological', 'New york (n.y.), fiction']",Penguin Group,English
0553232495,1980,"['Infants', 'Growth']",Bantam Books,English
0201517930,1989,"['Organization', 'Management']",Addison Wesley,English
0345466608,2003,"['Jonathan Kellerman', 'Alex Delaware']",Ballantine Books,English
0345466616,2003,,Ballantine Books,English
1880985721,2003,"['Fiction', 'Literature']",2.13.61,English
0345470621,2004,"['Househusbands', 'Fiction']",Ballantine Books,English
0201622920,1995,"['Religious life and customs', 'Snake cults (Holiness churches)']",Addison-Wesley,English
0553214578,1997,,Bantam Classics,unknown
0553214519,1996,"['Fiction', 'Married women']",Bantam Books,German
0553214322,1994,"['Islands', 'Survival after airplane accidents, shipwrecks']",Bantam Classics,English
3473540420,1996,,"Maier (0tto) Verlag GmbH.,Germany",German
0439135478,2000,"['Time management', 'Adolescent girls']",Scholastic,English
0340577118,1905,"[""Children's fiction"", 'Orphans, fiction']",Hodder & Stoughton,English
0439201632,2000,"[""Children's fiction"", 'Ghost stories']","Scholastic, Inc.",English
0553158473,1990,"['Children: Grades 4-6', 'Horse back riding']",Skylark,English
8433908200,1996,"['Fiction', 'Envy']",Anagrama,Spanish
3462032208,2003,"['Popular music, history and criticism', 'Rock music, history and criticism']",Kiepenheuer & Witsch,German
0439219434,2001,"['Depressions', 'Family']",Scholastic,English
1884910394,1998,"['Problems, exercises', 'Technique']",Writer's Digest Books,English
043922005X,2001,"['Juvenile fiction', 'Fiction']",Scholastic,English
0312921527,1990,"['Nobility', 'Family']",St Martins Mass Market Paper,English
0312926863,1992,"['Fiction, general']",St Martins Mass Market Paper,English
1885071000,1996,"['Tables', 'Technology']",Sequoia Pub.,English
043923641X,2001,"['Witches', 'Spanish language materials']",Scholastic,English
0553149660,1984,"['fictional works', 'Runaway teenagers']",Bantam Books (Mm),lit
0553148966,1981,"['Biography', 'Animal behavior']",Bantam,English
1885171714,2003,"['Personal appearance & beauty care', 'Fashion']",Wildcat Canyon Press,English
1885203640,1998,"['Beauty, Personal', 'Mehndi (Body painting)']",Journey Editions,English
1885203837,2001,"['Caring', 'Conduct of life']",Journey Editions,English
8501912700,1998,,Editora Record,Portuguese
0553180851,1992,,Bantam,unknown
055319643X,1991,,Bantam,unknown
0380792656,1999,"['Fiction', 'History']",Avon Books,English
0553211781,1985,"[""Children's fiction"", 'Fantasy fiction']",Bantam Classics,English
9500724057,2003,"['Relations with women', 'Presidents']",Sudamericana,Spanish
0553210424,1946,"['Fantasy fiction', ""Children's fiction""]",Aeonian Press,English
0553210378,1981,"['Literature - Classics / Criticism', 'Russian']",Bantam Books,English
0380792540,1998,"['Fiction', 'Abigail Timberlake (Fictitious character)']",Avon Books,English
0553210130,1981,"['Death', 'English Narrative poetry']",Bantam Doubleday Dell,French
043913952X,2000,"['Short stories', ""Children's stories, American""]",Scholastic,English
0553209019,1982,,Bantam Books,unknown
037376569X,2004,"['Impostors and imposture', 'Fiction']",Silhouette Books,English
0439161673,2000,"['Maps', 'Dogs']",Scholastic,English
188392930X,2002,"['Consciousness', 'Religious aspects']",Moksha Press,English
0553203541,1982,['Romances'],Bantam Books,English
0439178762,2000,"['School', 'High school students']",Scholastic,English
0340494832,1989,"['Fiction, short stories (single author)']",Scepter Pubs,English
1884153089,1999,"['Attention-deficit hyperactivity disorder', 'Handbooks, manuals']",Institute for Research & Education,English
0553201409,1978,"['Vegetarianism', 'Vegetarian cookery']",Bantam,unknown
0374226385,2000,"['Oglala Indians', 'Indians of North America']","Farrar, Straus, Giroux",English
044921804X,1990,,Fawcett,English
3453164210,2002,"['futurology', 'censorship']",Heyne,German
1878424076,1994,"['Écrits spirites', 'Reincarnation']",New World Library,English
0198519737,1989,"['Computers', 'Natuurwetenschappen']",Oxford University Press,English
0198602405,1999,"['Love', 'Quotations, maxims']",Oxford University Press,English
0553252437,1986,"['Fiction, general', 'Love, fiction']",Bantam,English
0198602634,1998,"['Usage', 'Dictionaries']",Oxford University Press,English
0553251619,1984,"['History', 'Philosophers']",Bantam Books,English
0380800985,1999,"['Fantasy fiction', 'Fiction, fantasy, general']",Avon,English
0060183691,1998,"['Fiction', 'Private investigators']",HarperCollinsPublishers,English
0060081988,2002,"['Public relations', 'Brand name products']",HarperBusiness,English
8432069116,1984,,Planeta Pub Corp,Spanish
0380799448,1999,"['Academy Awards (Motion pictures)', 'Academy awards (motion pictures)']",Avon Books,English
1878533061,1993,"['Lesbians', 'Poetry']",Clothespin Fever Press,English
0553249371,1985,"['Fiction, romance, general', 'Fiction, romance, historical, general']",Bantam Books,English
0312952775,1994,"['Criminals', 'Trials (Murder)']",St. Martin's Paperbacks,English
0553249274,1975,"['Fiction', 'Intelligence service']",Bantam Books,English
0425191788,2003,"['Vampires', 'Fiction']",Berkley Books,English
0425192091,2003,"['Jewel thieves', 'Regency']",Berkley,English
0553252968,1985,"['Plot-your-own stories', 'Juvenile fiction']",Pocket Books,English
0553253042,1985,"['Fiction', 'Fiction in English']",Bantam,English
0060534184,2003,"['Conduct of life', 'Conducta (Etica)']",Rayo,Spanish
0425189961,2003,"['Cassie Burdette (Fictitious character)', 'Women golfers']",Berkley Prime Crime,English
0425184978,2002,"['American Paranormal fiction', 'American Occult fiction']",Berkley Books,English
0451183886,1994,"['Drama', 'African American families']",Signet,English
